x,y,T
72,2,0.8959080993816543
73,2,0.8989899287282137
74,2,0.9023054765687071
75,2,0.9058208189686567
76,2,0.909503504752177
77,2,0.9133233152056704
78,2,0.9172528739053484
79,2,0.9212680936786654
80,2,0.9253484349437979
81,2,0.9294769234271628
82,2,0.9336398364315466
83,2,0.9378259219940671
84,2,0.9420249800272787
85,2,0.9462256355316961
86,2,0.9504122065373181
87,2,0.9545607472155038
88,2,0.9586346416200416
89,2,0.9625805006641811
90,2,0.9663254729956028
91,2,0.9697772578515318
92,2,0.9728279289558399
93,2,0.9753620373649204
94,2,0.9772684142639406
95,2,0.978453905236666
96,2,0.9788563518329595
97,2,0.9784539052375066
98,2,0.9772684142655762
99,2,0.9753620373672675
100,2,0.9728279289587894
101,2,0.9697772578549608
102,2,0.9663254729993926
103,2,0.962580500668225
104,2,0.9586346416242529
105,2,0.954560747219816
106,2,0.9504122065416848
107,2,0.9462256355360859
108,2,0.9420249800316707
109,2,0.9378259219984484
110,2,0.9336398364359058
111,2,0.92947692343149
112,2,0.9253484349480806
113,2,0.9212680936828869
114,2,0.9172528739094902
115,2,0.9133233152097089
116,2,0.9095035047560857
117,2,0.905820818972406
118,2,0.9023054765722647
119,2,0.8989899287315455
120,2,0.8959080993847255
121,2,0.893094487391132
122,2,0.890583149548943
123,2,0.8884065958341468
124,2,0.8865946425302021
125,2,0.8851732819520355
126,2,0.8841636364084763
127,2,0.8835810666073397
128,2,0.8834344995132476
1,3,0.770395029193359
2,3,0.7718091445113605
3,3,0.7740463416335546
4,3,0.7770724987376841
5,3,0.7808430462716734
6,3,0.7853048107157794
7,3,0.7903980972976694
8,3,0.796058874330245
9,3,0.8022209336828461
10,3,0.808817924806623
11,3,0.8157851885612477
12,3,0.8230613460754332
13,3,0.8305896211432844
14,3,0.8383188863670996
15,3,0.8462044175950032
16,3,0.8542083127455494
17,3,0.8622994762672587
18,3,0.8704529908242165
19,3,0.8786486056576945
20,3,0.8868679963454369
21,3,0.8950904454583322
22,3,0.9032867284218828
23,3,0.9114113331189249
24,3,0.9193937244381468
25,3,0.9271301226577892
26,3,0.9344779999782408
27,3,0.941255888265614
28,3,0.9472507704095509
29,3,0.9522340676158263
30,3,0.9559851314907519
31,3,0.9583187269316444
32,3,0.9591111008687467
33,3,0.9583187269332308
34,3,0.9559851314938375
35,3,0.952234067620252
36,3,0.9472507704151093
37,3,0.9412558882720756
